Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,5933
11,7203.T 9432.T 6902.T 7733.T MSFT WMT CVX VZ AMGN CRM BA ,0.05845875856144923388,17435.76968774278066121042,1019.27345050879034715763,11043
12,7203.T 9432.T 6902.T 5108.T 7733.T MSFT WMT CVX DIS VZ AMGN CRM ,0.07172288374911592324,17905.03298047142379800789,1284.20059898243857787747,19927
11,7203.T 9432.T 6902.T 7733.T MSFT WMT CVX DIS VZ AMGN CRM ,0.11749075402566477866,17937.38518188349553383887,2107.47691026827806126676,15894
13,7203.T 9432.T 6902.T 4503.T 7733.T MSFT WMT PG CVX VZ AMGN CRM BA ,0.11774998082845640479,18644.74280833639568299986,2195.41810823311107014888,10537
11,7203.T 9432.T 6902.T 7733.T MSFT WMT CVX CSCO VZ AMGN CRM ,0.21138297522723553667,19097.44219897200673585758,4036.87415124886229023105,30452
11,7203.T 9432.T 6902.T 7733.T MSFT V WMT CVX AMGN CRM BA ,0.28715524193417457655,19917.63406817175564356148,5719.45302960221852117684,11237
8,7203.T 9432.T 6902.T 7733.T AAPL WMT DIS CRM ,0.43294420322556370628,21427.55606215660736779682,9276.93618640148997656070,70685
8,7203.T 9432.T 6902.T 7733.T WMT CSCO DIS CRM ,0.52403917392635535055,21845.86470216490124585107,11448.08889222941979824100,27016
6,7203.T 6902.T 7733.T WMT CSCO CRM ,0.58194540094763758109,23633.77506610887940041721,13753.56670675301211304031,28804
7,7203.T 6902.T 7733.T V WMT CSCO CRM ,0.53912711917895306257,25827.18102512728728470393,13924.13370259019393415656,39616
9,7203.T 6902.T 4503.T 7733.T MSFT V WMT CSCO CRM ,0.52503747484119112077,27556.73575750099553260952,14468.31895698428161267657,205548
4,6902.T WMT CSCO CRM ,0.66350466528704277192,28505.24641986377537250519,18913.36398473638837458566,197069
9,7203.T 6902.T 4503.T V WMT JPM CVX CSCO CRM ,0.57186763351617964091,33622.74949406173254828900,19227.76218547640746692196,20618
8,7203.T 6902.T 4503.T JNJ WMT JPM CSCO CRM ,0.58273032643994848723,33785.10796149664383847266,19687.60699121184006799012,12260
8,7203.T 6902.T 4503.T WMT JPM CSCO DIS CRM ,0.60719141824633926507,34409.68305077399418223649,20893.26425300648406846449,7883
6,7203.T 6902.T WMT JPM CSCO CRM ,0.59416597798992731860,35192.67745624086819589138,20910.29161887142254272476,11667
8,7203.T 6902.T 4503.T V WMT JPM CSCO CRM ,0.60555359342248094023,35473.93511707174184266478,21481.36888297873156261630,12215
7,7203.T 6902.T 4503.T WMT JPM CSCO CRM ,0.61885014863437859400,36227.30222536553628742695,22419.27136679001705488190,8195
5,7203.T 4503.T WMT CSCO CRM ,0.56690266614583439964,41010.57178275912156095728,23249.00248381127312313765,7632
6,7203.T 4503.T V WMT JPM CRM ,0.58686090706923921267,41358.38000748251943150535,24271.61640610548056429252,6558
4,7203.T WMT JPM CRM ,0.52582340924616277622,47168.12997758710844209418,24802.10691258098449907266,204786
7,7203.T 4503.T V WMT JPM CSCO CRM ,0.53498336198352558490,47289.39575710799545049667,25299.03992830710558337159,11955
6,7203.T 4503.T WMT JPM CSCO CRM ,0.56100915528202854876,48171.46967918515292694792,27024.63551341351558221504,6032
4,7203.T 4503.T JPM CSCO ,0.50015469158694181306,56356.13009703295392682776,28186.78286771508646779694,60529
7,7203.T 4503.T WMT JPM CSCO CRM GS ,0.46205812568165882670,61594.46067587275319965556,28460.22105226640633190982,6083
5,7203.T 8306.T WMT JPM CRM ,0.45621721082046129414,62672.99421538226306438446,28592.49861470860196277499,15790
7,7203.T 8306.T 4503.T WMT JPM CSCO CRM ,0.45814895645258507662,64203.60672864145453786477,29414.81542321925371652469,7164
4,7203.T JPM CSCO CRM ,0.45050503389007634514,71169.37038761719304602593,32062.15961840888121514581,204817
5,7203.T 4503.T JPM CRM TRV ,0.41302574494177918263,80813.22148748372273985296,33377.94100601295940577984,107214
6,7203.T 8306.T 4503.T JPM CSCO CRM ,0.39571059909764755291,85705.80936326837399974465,33914.69716928769776131958,38105
6,7203.T 4503.T JPM CRM GS TRV ,0.38556797037107065629,88178.87044196081114932895,33998.94810592042631469667,110785
5,7203.T 8306.T JPM CSCO CRM ,0.38236330740071877710,89967.93522081735136453062,34400.43727104533900273964,65990
4,7203.T 8306.T JPM CRM ,0.37829600712746891400,92882.79252856000675819814,35137.18954440335073741153,14053
5,7203.T 8306.T JPM CRM GS ,0.34596191874637499675,102680.55010373771074227989,35523.56013182239257730544,66288
5,7203.T 8306.T JPM CRM TRV ,0.33629351024005343929,106570.40564629124128259718,35838.93580249769001966342,82782
4,8411.T 4503.T JPM CRM ,0.32304945898377290803,116969.22961125084839295596,37786.84634366329555632547,203759
5,9984.T 4503.T JPM CRM TRV ,0.32134983122469473749,119591.72600946085003670305,38430.78096901017852360383,132366
4,4503.T JPM CSCO CRM ,0.31600105755021723475,123253.29707572179904673249,38948.17222247918834909797,29295
3,8411.T JPM CRM ,0.31912209409506953062,124989.08722827718884218484,39886.77925531912478618324,59688
5,8306.T 4503.T JPM CSCO CRM ,0.31174000997391160261,128008.70050048230041284114,39905.43357076781830983236,6082
4,4503.T JPM CRM TRV ,0.30800330726906971490,132289.86670694124768488109,40745.71646392229740740731,107396
5,8306.T 4503.T JPM CRM TRV ,0.30113052033542891950,137295.72165640073944814503,41343.93210222016932675615,6090
4,8306.T 4503.T JPM CRM ,0.30189199775633707157,139199.45696073534782044590,42023.20214847365423338488,5884
4,8306.T JPM CRM GS ,0.27689533030275031988,156826.54113551258342340589,43424.53690795561851700768,7328
3,8306.T JPM CRM ,0.28992374413270527445,157100.26693767984397709370,45547.09759481959190452471,5344
2,JPM CRM ,0.27850175666827808874,166709.93983647009008564055,46429.01109851986984722316,12046
5,8306.T 4503.T JPM CRM WBA ,0.19700552143301794383,238264.60936898193904198706,46939.44360777061956468970,87146
1,CRM ,0.19384460179379048306,242351.32720945676555857062,46978.49651711376645835117,44700
5,8306.T JPM CRM GS WBA ,0.18340953877781396297,262062.34233938652323558927,48064.73333950046799145639,4999
5,8306.T JPM CRM TRV WBA ,0.18006145233250256399,268686.65327011141926050186,48380.10901017580908956006,24707
4,8306.T JPM CRM WBA ,0.17547515208298400391,289574.51116076746257022023,50813.13138529141724575311,4706
3,JPM CRM WBA ,0.16149045758554950170,329206.60478835174581035972,53163.72524745607370277867,82454
2,CRM WBA ,0.13229879234571817470,429379.04400266107404604554,56806.32898011104407487437,8719
1,WBA ,0.08774625825446459582,759396.70523219392634928226,66634.21941489361051935703,5872

Duration,15284
